Title,Category,Skills
Cultural Diversity and the City,,
How to Develop Cultural Awareness,,
Transit-Oriented Development for Climate Mitigation in Urban Centres,,
Changing Urban Travel Behaviour for a Low-Carbon Transition,,
Electric Mobility in the Age of Climate Change,,
Safeguarding: A Guide for Charities,,
Environmental Philosophy: Addressing Humanity's Most Urgent Challenges,,
Fraud Prevention in the Charity Sector,,
Teaching Migration Through Data and Storytelling,,
Interfaith Dialogue for Combating Extremism among Young People,,
Migration and Cities,,
Practical Skills for Teaching Inclusive History: CARGO Classroom,,
Sustainable Transport in the UK,,
Chinese Medicine: Treatise on Febrile Diseases Caused by Cold (Shang Han Lun),,
Circular Economy: The Big Idea,,
Introduction to Climate Justice and Equity,,
"Religion, Radicalisation, Resilience",,
Programme Design for Children Associated with Armed Forces and Armed Groups (CAAFAG),,
Community Based Research: Getting Started,,
Cultural Heritage and the City,,
"Thawing Permafrost: Science, Policy, and Environmental Justice in the Arctic",,
Cultures and Identities in Europe,,
Digital Wellbeing,,
"Equality, Diversity, and Inclusion: Understanding Bias and Allyship in EDI",,
Introduction to Political Systems and Power in the UK and USA,,
Object-Based Learning (OBL) in the Cultural Heritage Sector of Aotearoa New Zealand,,
"People, Power, and Politics: Influencing Political Decision-Makers on Human Rights",,
Powerful Women and the Principles of Feminist Transformational Leadership,,
Clean Air for Urban Liveability,,
Designing a Green Corridor for Clean Air and Comfort,,
"EDI: Foundations of Equality, Diversity, and Inclusion",,
"Equality, Diversity, and Inclusion: Identity and Belonging Concepts in EDI",,
Intermediate Spanish: Heritage and Popular Culture,,
Intermediate Spanish: Leisure in Spanish-Speaking Countries,,
"Intermediate Spanish: Literature, Cinema and the Visual Arts",,
Transport Policy for Clean Air,,
Introduction to Intercultural Studies: Crossing Borders,,
Introduction to Intercultural Studies: Defining the Concept of Culture,,
Introduction to Intercultural Studies: Intercultural Contact,,
Introduction to Intercultural Studies: The Branding of Culture,,
Communicating Climate Change for Effective Climate Action,,
Environmental Ethics,,
Understanding Coercive Control,,
Introduction to Cultural Intelligence,,
"New Zealand History, Culture and Conflict: A Museum Perspective",,
"Biodiversity, Guardianship, and the Natural History of New Zealand: A Museum Perspective",,
Building a Sustainable Future with Technology,,
Becoming a Charity Board Member: What You Should Know,,
Best Practices for Culture and Heritage Education in Aotearoa New Zealand,,
Engaging in Activism for Social Change in Tech,,
Global Inequalities and the Just Transition,,
Protect the Protest: Using Our Rights to Freedom of Assembly and Expression,,
The ACNC: How We Help You,,
How Well Does International Human Rights Law Serve Marginalised People?,,
"Freedom of Movement, Refugees, Traffickers, and Smugglers",,
"Inclusive Learning for Students: Building inclusive practice into your life during higher education, and beyond",,
Understanding and Tackling Adolescent to Parent Violence,,
"Enriching curriculum through culture and heritage in Aotearoa, New Zealand",,
Transforming Education in Challenging Environments,,
Global Shocks: How to Manage Change in the Global Business Environment,,
Introduction to Emergency Management,,
Introduction to Medical Cannabis: Seed to Sale,,
Overpopulation: Resource Depletion and Human Innovation,,
Smart Cities: Social Change Through Technology,,
Solving Sustainability Challenges with Te Ao Māori (Māori World View),,
Sustainability and Biculturalism: Their Interrelationships and Impacts,,
Te Reo Māori: Introduction to Pronunciation,,
Understanding Politics,,
Understanding and Responding to Children who Run Away from Home and Institutions,,
West Indies Cricket: Our Story,,
Cultural Appropriation vs Cultural Appreciation,,
"Drugs, Peace, and Development: Rethinking Policy",,
Why Do People Migrate? Theories,,
Logic: The Language of Truth,,
Tackling Modern Slavery: An Introduction,,
Understanding and Solving Poverty and Inequality,,
Measuring Economic Inequality in Today’s World,,
"City Liveability: The Intersections of Place, Mobility, and Health",,
Climate Solutions: UAE,,
Environmental Management: A Bottom-Up Approach to Policy Implementation,,
Urban Mobility for Liveability,,
Caring for Children Moving Alone: Protecting Unaccompanied and Separated Children,,
"Power, Politics, and Influence at Work",,
Marchés du Carbone : Examen des Politiques de l’UE pour l’Action Climatique Transnationale,,
Terrorism and Counterterrorism: Comparing Theory and Practice,,
Africa to the World: Analysing the Global Appeal for African Luxury Fashion,,
Digital Politics: Digital Activism and Cyber Warfare,,
Environmental Entrepreneurs: Strategies for Green Business,,
Gender-Based Violence: Responding to Intimate Partner Violence and Abuse,,
Mercados de Carbono: Lecciones Europeas para la Acción Climática Transnacional,,
Design Board Games for Socio-Political Change,,
Introduction to Criminology,,
Maqasid Al-Shariah and Sustainable Development,,
Anti-Racist Approaches in Technology,,
Gender and Labour in the Global South,,
Gender-Inclusive Approaches in Technology,,
Supporting Diverse Innovation,,
"An Anthropology of Smartphones: Communication, Ageing and Health",,
Gender and Development,,
Introduction to Humanitarian Aid,,
Making Climate Adaptation Happen: Governing Transformation Strategies for Climate Change,,
Carbon Markets: Examining EU Policies for Transnational Climate Action,,
Examining African Contributions to Global Health,,
Transforming Urban Mobility: Governing the Transformation to Sustainable Systems,,
"Inside the UK Supreme Court: Its Role, Its Work, and Cases that Affect Us All",,
Climate Change and Public Policy,,
"Safeguarding in Collaborative Research and International Development: Contexts, Challenges, and Opportunities",,
Jurisprudence: Introduction to the Philosophy of Law,,
Korea in a Global Context,,
Communicative Planning for Urban Mobility,,
The Qur'an Between Judaism and Christianity,,
Bringing Urban Nature Into the Cities of Tomorrow,,
Creating Ethical and Sustainable Cities at the Local Level,,
Transforming Citizen Participation,,
Climate Solutions: India,,
Sustainable Cities: Governing Urban Adaptation Under Climate Change,,
Creating Meaningful and Inclusive Museum Practices,,
"People, Networks and Neighbours: Understanding Social Dynamics",,
Championing Change: Human Rights and the Climate Crisis,,
Promoting Democracy in the Classroom: A Practical Guide for Teachers,,
Designing for a Diverse and Inclusive Future,,
Real Climate Action: How to Engage People in Climate Change,,
Designing for a Future Where No One Feels Socially Isolated,,
How Well Does International Human Rights Law Serve Marginalised People?,,
"Human Rights, Ways of Life, and the Future",,
What is International Human Rights Law?,,
Multilingual Practices: Tackling Challenges and Creating Opportunities,,
Photographing the Holocaust,,
Doing Business in Conflict Zones,,
Doing Good in a Conflict Zone,,
Tracking Complex Conflicts,,
Understanding Enemies,,
"Development and Planning in African Cities: Exploring theories, policies and practices from Sierra Leone",,
"Zoroastrianism: History, Religion, and Belief",,
Black Tudors: The Untold Story,,
Defending Dignity: The Universal Declaration of Human Rights,,
From Crime to Punishment: an Introduction to Criminal Justice,,
Demystifying Mindfulness,,
Tackling Environmental Challenges for a Sustainable Future,,
Social Network Analysis: The Networks Connecting People,,
Multiculturalism In ASEAN,,
Propaganda and Ideology in Everyday Life,,
Global Health Governance: Addressing Globalization and Health Inequities,,
Invitation to Ex-Noguchi Room: Preservation and Utilization of Cultural Properties in Universities,,
Global Disability: Research and Evidence,,
Understanding Suicide and Suicide Prevention Strategies in a Global Context,,
"Global Resource Politics: the Past, Present and Future of Oil, Gas and Shale ",,
"Working Supportively With Refugees: Principles, Skills and Perspectives",,
Black Agency: Resistance and Resilience,,
Ethical Cities: Shaping the Future of Your City,,
Exploring Mentorship and Community Change with the Compton Cowboys,,
Exploring Intersectionality and What Makes You Unique with Kiddy Smile,,
The Politics of Economics and the Economics of Politicians,,
Innovación Social: Soluciones Globales para un Mundo Sostenible,,
Tipping Points: Climate Change and Society,,
U.S. Anti-Black Racism,,
Art Comes First: Exploring the Intersection of Style and Identity,,
Social Change: How Can Marketing Help?,,
Understanding Public Financial Management: How Is Your Money Spent?,,
Partnering for Change: Link Research to Societal Challenges,,
Teaching Black British History: A Teacher Training Guide,,
The Ideal of Self-Governance: Public Policy Beyond Markets and States,,
Achieving Sustainable Development,,
Exploring Body Neutrality and Body Image with Jameela Jamil,,
"Interpreting for Refugees: Contexts, Practices and Ethics",,
"Agriculture, Economics and Nature",,
Concepts in Sustainable Development: An Introduction to the Key Issues ,,
Global Studies: Cultures and Organizations in International Relations,,
Global Studies: Risks and Threats in International Relations,,
Global Studies: The Future of Globalization,,
How Politics Works: From the Individual to an International Scale,,
Understanding Politics,,
China’s Role in Global Tourism Development,,
Global Prosperity Beyond GDP,,
"Migration, Mobilities and Citizenship",,
Understanding Gender Inequality,,
Next Generation Biosecurity: Responding to 21st Century Biorisks,,
"Why Religion Matters: Religious Literacy, Culture and Diversity",,
A Global History of Sex and Gender: Bodies and Power in the Modern World,,
Who Made My Clothes?,,
Beyond the Ballot: Women’s Rights and Suffrage from 1866 to Today,,
Global Ethics: An Introduction,,
The European Union: Crisis and Recovery,,
Social Innovation: Global Solutions for a Sustainable Future,,
Making Sense of Data in the Media,,
Population 10 Billion: Researching Global Issues,,
Salary Negotiation for Women in the Workplace,,
Social Enterprise: Business Doing Good,,
Social Innovation in South Korea,,
Why We Post: the Anthropology of Social Media,,
"Global Health, Conflict and Violence",,
Gender Representation in the Media,,
Challenging Wealth and Income Inequality,,
Design a Feminist Chatbot,,
Human Rights and International Criminal Law: An Introduction,,
Essential Skills for Your Career Development,,
Learning Online: Managing Your Online Identity,,
Behaviour Change Interventions: Introductory Principles and Practice,,
Understanding Depression and Low Mood in Young People,,
Kickstart Your Endurance Training,,
Measure Your Endurance Training,,
Sustaining Your Endurance Training,,
A Deeper Understanding of Autistic People,,
Autistic Health: Improving Access to Healthcare,,
Autistic People's Rights and the Law,,
Autistic Students and Education: Creating an Inclusive Classroom,,
Social and Emotional Development: Supporting Teenage Wellbeing,,
Unleash Your Potential: Innovation and Enterprise,,
Building Self-Awareness and Reflection with Your Family for Career Success,,
Understanding Gambling Harm in NSW,,
Understanding Mental Health in Muslim Communities,,
Food and Mood: Improving Mental Health Through Diet and Nutrition,,
Functional Neurological Disorder: A Healthcare Professional’s Guide,,
Introduction to Nutritional Psychiatry: Nutri-Psyche,,
How To Support Young People Living with Parental Mental Illness,,
"Caregiving, Dementia, and Incontinence",,
Emotional Intelligence at Work,,
Identifying and Responding to Domestic Violence and Abuse (DVA) in Pregnancy,,
Managing Mental Health and Stress,,
Pupillometry: The Eye as a Window Into the Mind,,
Helping Young People Manage Low Mood and Depression,,
Food and Nutrition: The Truth Behind Food Headlines,,
"Food for Thought: The Relationship Between Food, Gut and Brain",,
Teaching Students Who Have Suffered Complex Trauma,,
Child Protection for Teachers,,
Mindful Wellbeing for Teachers with Stress and Anxiety,,
What is a Mind?,,
Developing Leadership Skills for Social Work and Social Care,,
How to Build Leadership Resilience,,
People Management Skills,,
Personalised Care: Peer Leadership Foundation - Step One,,
Sports Performance: Different Approaches to Sports Coaching ,,
Sports Performance: Exploring Sport Psychology,,
Sports Performance: Training the Body for Sport ,,
Core Managers; Inclusive Workplaces (Creating a Psychological Contract),,
Digital Wellbeing,,
Self Care and Wellbeing: A Practical Guide for Health and Social Care,,
An Introduction to Nutrition and Healthy Living,,
Infants & Toddlers care and education in an Aotearoa New Zealand context,,
Overcoming Imposter Syndrome: Identify the Patterns Undermining Your Confidence,,
Understanding Coercive Control,,
Become a Trauma-Informed Mindfulness Practitioner,,
Behavioural Economics: Employee and Customer Behaviour,,
Cognitive Psychology: Employee and Customer Behaviour,,
Social Psychology: Employee and Customer Behaviour,,
Emotional Intelligence in Practice,,
Introduction to Social Care: Understanding Informal Care,,
Introduction to Social Care: What is Social Care?,,
Introduction to Social Care: Working in Social Care,,
Understanding ADHD: Current Research and Practice,,
Attention and Autism,,
The Goldie Hawn Foundation: Mindful Leadership,,
A Beginner’s Guide to Critical and Creative Thinking,,
Seeing: How the Brain Creates the Visual World,,
Understanding and Tackling Adolescent to Parent Violence,,
The Neurobiology of Addiction,,
Understanding the Impact of Stigma on Addiction Treatment,,
Usage de drogues et réduction des risques,,
Key Principles of Palliative Care,,
Nutrition Science: Food Choice and Behaviour,,
Understanding and Responding to Children who Run Away from Home and Institutions,,
Wellbeing and Resilience at Work,,
Supporting young people’s mental wellbeing post-COVID,,
Personal Trainer's Toolkit: Build an Outdoor Fitness Business,,
Personal Trainer's Toolkit: Mental Health First Aid for Fitness Trainers,,
Body Image and Mental Health in Young People,,
"Brain, Behaviour, and Dentistry",,
IBS Management: The Low FODMAP Diet,,
Good Practice in Autism Education,,
Psychological First Aid: Supporting Children and Young People,,
Decision Making in a Complex World: Using Computer Simulations to Understand Human Behaviour,,
Mindfulness Through Film,,
Sport and Exercise for Brain Health,,
The Science of Sleep and Dreams,,
Qualitative Research Methods for Mental Health in War and Conflict,,
Psychology and Mental Health: Beyond Nature and Nurture,,
Forensic Mental Health and Criminal Justice,,
Music and Intelligence: Can Music Make You Smarter?,,
Cognitive Behavioural Skills to Treat Back Pain: The Back Skills Training (BeST) Programme,,
Young People and Mental Health,,
Professional Resilience: Building Skills to Thrive at Work,,
Behavioural Economics: Employee and Customer Behaviour,,
Cognitive Psychology: Employee and Customer Behaviour,,
Social Psychology: Employee and Customer Behaviour,,
Understanding Autism,,
Understanding Human Behaviour: Introduction to Game Theory and Shared Resources,,
Childhood Adversity: The Impact of Childhood Maltreatment on Mental Health,,
Drug Use and Harm Reduction,,
Nutrition and Wellbeing,,
The Monday Campaigns: Lessons in Public Health Promotion,,
Introduction to Behavioural Activation for Depression,,
"Understanding Anxiety, Depression and CBT",,
Research Methods: A Practical Guide to Peer and Community Research,,
Understanding Brain Health: Preventing Dementia,,
Research Methods in Psychology: Using Animal Models to Understand Human Behaviour,,
"Music Psychology: Why Does ""Bohemian Rhapsody"" Feel so Good?",,
Addressing Postnatal Depression as a Healthcare Professional,,
Brand Purpose: Marketing Yourself and Building Meaningful Connections,,
Supporting Adolescent Learners: Social and Emotional Wellbeing,,
"Dementia and the Arts: Sharing Practice, Developing Understanding and Enhancing Lives",,
"Identifying and Responding to Drug and Alcohol Addiction in Nursing, Midwifery and Allied Healthcare Practice",,
Understanding Addiction,,
Unlocking The Creative Brain: Develop and Teach Skills For Creative Thinking,,
End-of-Life Care for People with Dementia,,
Nature Connectedness with the University of Derby,,
Demystifying Mindfulness,,
Introduction to Cognitive Psychology: An Experimental Science,,
"Bushfires: Response, Relief, and Resilience",,
Workplace Wellbeing: How to Build Confidence and Manage Stress,,
Physiotherapy Exercise and Physical Activity for Knee Osteoarthritis (PEAK),,
Youth Mental Health: Supporting Young People Using a Trauma Informed Practice,,
Understanding Suicide and Suicide Prevention Strategies in a Global Context,,
Mental Skills Training for Sport and Health,,
Developing Clinical Empathy: Making a Difference in Patient Care,,
Understanding Epilepsy and its Neuropsychology,,
Awareness and Confidence for Effective Leadership,,
Build Trust and Grow your Self-Confidence,,
Presenting Your Work with Impact: Presentation Skills Training,,
Coping with Changes: Social-Emotional Learning Through Play,,
Social Care During COVID-19: Coping with Self-Isolation and Social Distancing,,
Coaching Skills: A changing landscape,,
Coaching Skills: An athlete-centred approach,,
Coaching Skills: Leadership and self-awareness,,
Coaching Skills: Team culture,,
Coaching Skills: The mental game,,
Workplace Wellbeing: Stress and Productivity at Work,,
Introduction to Health Psychology,,
Exploring Sustainable Living and Loving with Mogli,,
COVID-19: Psychological First Aid in Africa,,
"Integrating Care: Depression, Anxiety and Physical Illness",,
Foundations in Dementia,,
Supporting Victims of Domestic Violence,,
Mindfulness: A Focus on Adolescents,,
Post-Traumatic Stress Disorder (PTSD) in the Global Context,,
Orientation to Educational Neuroscience,,
The Many Faces of Dementia,,
Mental Health in Construction,,
Integrated Healthcare for Children with Developmental Disabilities,,
Exploring Play: The Importance of Play in Everyday Life,,
"Understanding Mental Health: Continuum, Culture and Social Media",,
COVID-19: Psychological First Aid,,
Health and Wellbeing in the Ancient World,,
Addressing Violence Through Patient Care,,
Anxiety in Children and Young People during COVID-19,,
Anatomy: Know Your Abdomen,,
Batteries for the Energy Transition: Exploring the Sustainable Value Chain,,
Ecology and Wildlife Conservation,,
Exploring Cancer Medicines,,
Planet Earth: Understanding and Protecting our Environment,,
Transport Systems: Global Issues and Future Innovations,,
Chemical Engineering: Shaping a Sustainable Future,,
Behaviour Change Interventions: Introductory Principles and Practice,,
Introduction to Quantum Computing,,
From Lab to Clinic: Translational Research for Rare Diseases,,
Get ready for a Masters in Data Science and AI,,
Understanding and Measuring the Earth’s Energy Imbalance,,
Dental Radiography: Radiation Protection in Dental Practice,,
Introduction to Translational Research: Connecting Scientists and Medical Doctors,,
Kickstart Your Endurance Training,,
Measure Your Endurance Training,,
Sustaining Your Endurance Training,,
Applications of AI Technology,,
Artificial Intelligence in Bioinformatics,,
Combatting Corrosion: An Introduction to SOCORRO,,
Business Analytics Using Forecasting,,
Moons,,
Pharmacotherapy: Understanding Biotechnology Products,,
Environmental Challenges: Justice in Natural Resource Management,,
Heart Health: A Beginner's Guide to Cardiovascular Disease,,
An Introduction to Machine Learning in Quantitative Finance,,
Introduction to Plant Phenotyping Technologies,,
An Introduction to Building Information Modelling,,
Biochemistry: the Molecules of Life,,
Motion Capture: The Art of Studying Human Activity,,
Pupillometry: The Eye as a Window Into the Mind,,
Mysteries Of The Universe,,
Openness in Science and Innovation,,
Consumer and Environmental Safety: Food Packaging and Kitchenware,,
Improving Food Production with Agricultural Technology and Plant Biotechnology,,
Innovation in Arable Farming: Technologies for Sustainable Farming Systems,,
Introduction to Food Science,,
"Life on Land: Ecology, Evolution, Challenges, and Solutions",,
Science Communication and Public Engagement,,
The Human Microbiome,,
Smart Urban Green Infrastructure,,
Agriculture: Smart Food Urban Farming,,
Blue Tomorrow: Understanding the Blue Economy,,
Genomic Technologies in Clinical Diagnostics: Molecular Techniques,,
Genomic Technologies in Clinical Diagnostics: Next Generation Sequencing,,
How to set up an Antimicrobial Stewardship Programme,,
Urban Stormwater Management in a Changing Climate,,
Genomics in the NHS: A Clinician's Guide to Genomic Testing for Rare Disease,,
Enteral Nutrition in Preterm Infants: ESPGHAN Recommendations,,
Genetic Genealogy: Researching your Family Tree using DNA,,
Renewable Energy: Sustainable Electricity Supply with Microgrids,,
Extinctions: Past and Present,,
Laser Safety Awareness,,
Spatial Circularity Strategies 1: Introduction to Spatial Planning for a Circular Economy,,
Spatial Circularity Strategies 2: Measuring Circularity Transitions,,
Spatial Circularity Strategies 3: Urban Metabolism and Methods for Systemic Analysis,,
Spatial Circularity Strategies 4: Strategic Interventions for Spatial Planning,,
Spatial Circularity Strategies: Introduction,,
Applications of Calculus,,
STEM Teaching: Teaching Science Beyond The Boundaries,,
Uniting for a Sustainable Future: An Introduction to Global Sustainability,,
Fundamentals of Economics,,
How to Implement Industry 4.0 Technologies,,
Teaching Mathematics: Demystifying Statistics and Probability,,
Teaching Mathematics: Overcoming Miscommunication,,
An Introduction to Electronic Engineering,,
A Nutritional Approach to Agriculture and Food Security,,
Causes of Human Disease: Exploring Cancer and Genetic Disease,,
Climate Change and Resilience in Food Systems,,
Discovering Science: Atmospheric Chemistry,,
Discovering Science: Chemical Products,,
Discovering Science: Global Challenges,,
Discovering Science: Medicinal Chemistry,,
Discovering Science: Science Writing,,
Exploring Anatomy: the Human Abdomen,,
MedTech: Exploring the Human Genome,,
Renewable Energy: Achieving Sustainability through Bioenergy,,
Preparing for Further Study in Mathematics,,
The Basis of Life: Understanding Human Cells,,
Finding the Body’s Balance: Understanding Homeostasis,,
Building Design: Material Selection for Healthier Communities,,
Building Products and Chemistry,,
Engaging in Activism for Social Change in Tech,,
Healthier Building Materials and Human Health,,
Making sense of genomic data: COVID-19 web-based bioinformatics,,
A Beginner's Guide to Environmental Science: Wicked Problems and Possible Solutions,,
Data Science Projects and Applications,,
A Survey of Substance Use Disorder,,
An Introduction to Sustainability in the Built Environment,,
The Power of Genomics to Understand the COVID-19 Pandemic,,
Introduction to Generating Functions for A-Level Maths Students,,
Introduction to Maintenance Engineering,,
"Introduction to VR Programming, Design, and Unity",,
Sustainability: Energy Transition,,
"E-Waste and Battery Recycling: Technology, Design, and Challenges",,
Getting Started with Teaching Data Science in Schools,,
Understanding Biological Energy,,
Come Rain or Shine: Understanding the Weather,,
English for STEM: Understanding Maths Vocabulary,,
Microsoft Future Ready: Fundamentals of Big Data,,
The Challenge of Global Water Security,,
Data Visualisation with Python: Bokeh and Advanced Layouts,,
Data Visualisation with Python: Matplotlib and Visual Analysis,,
English for STEM: Understanding Engineering Vocabulary,,
Logic: The Language of Truth,,
Microsoft Future Ready: Data Science Research Methods Using Python Programming,,
Sustainable Transportation: An Introduction to E-Mobility,,
English for STEM: Understanding Science Vocabulary,,
English for STEM: Understanding Technology Vocabulary,,
Equity in Informal STEM Learning: Using the Equity Compass,,
Measuring Economic Inequality in Today’s World,,
Prepare for a Software Development Career,,
Programming Applications with Python: Libraries and Web Scraping,,
Programming Applications with Python: Working with Files,,
Chemometrics in Air Pollution,,
Effective Communication Skills for Engineers,,
Introduction to Image Analysis for Plant Phenotyping,,
Engineering the Future: Creating the Amazing,,
"From Swab to Server: Testing, Sequencing, and Sharing During a Pandemic",,
Exploring Sustainable Production Systems,,
Extreme Geological Events,,
Physiology: The Science of Life,,
Health Technology Assessment in Practice,,
Health Technology Assessment: Definition and Method,,
Scarcity and Resources in Healthcare,,
Soil Science: Exploring the World Beneath our Feet,,
Introduction to Data Science for Educators,,
Telemedicine: Tools to Support Growth Disorders in a Post-COVID Era,,
An Introduction to Digital Manufacturing and 3D Printing,,
Decoding Forensics for Legal Professionals,,
Vehicle-to-Grid Charging for Electric Cars,,
Exploring the Landscape of Antibiotic Resistance in Microbiomes,,
Hurricane Tracking with Satellite Data,,
Digital Tools for Efficient Clinical Trials,,
Planning for Autonomous Vehicles: A People-Centred Approach,,
"Life Below Water: Conservation, Current Issues, Possible Solutions",,
"Lights, Camera, Computer - Action! How Digital Technology is Transforming Film, TV, and Gaming",,
Principles of Engineering,,
Additive Manufacturing in the Industry: Impact on Sustainability,,
Business Opportunities in Additive Manufacturing,,
Cancer in the 21st Century: The Genomic Revolution,,
Genomic Medicine: Harnessing the Power of the Human Genome,,
Introduction to Thermodynamics,,
Laser Powder Bed Fusion: Optimising LPBF Parameters,,
Sustainable Transport and Shared Mobility,,
World Class Maths: Asian Teaching Practice,,
Ideation: The First Step in Engineering Design,,
Microsoft Future Ready: Azure Cloud Fundamentals,,
Research Methods in Psychology: Using Animal Models to Understand Human Behaviour,,
Intermediate Python,,
Mathematics for Computer Science: Essential Skills,,
The Scientific Revolution: Understanding the Roots of Modern Science,,
Introduction to Data Science for Business,,
Ocean Science in Action: Addressing Marine Ecosystems and Food Security,,
Public Health Incidents Involving Lead,,
An Introduction to Artificial Intelligence in the Tourism Industry,,
Artificial Intelligence (AI) for Earth Monitoring,,
Additive Manufacturing and 3D Printing: Costs Structures and Benefits,,
Introduction to Metal Additive Manufacturing (AM) Technology,,
Additive Manufacturing for Business: Practices and Ecosystem,,
Earth and Life,,
Fortran for Scientific Computing,,
Habitability,,
Icy Moons and Exoplanets,,
Learn About Weather,,
Life on Mars,,
The Future of Life,,
Causes of Climate Change,,
Introduction to Health Research Ethics,,
Why Do We Age? The Molecular Mechanisms of Ageing,,
Makerspaces for Creative Learning,,
Foundations of Science for Undergraduate Degrees,,
"Frontier Physics, Future Technologies",,
Get Started with a Voice Assistant: Developing Alexa Skills,,
Introduction to Mathematical Methods for University-Level Science,,
Sustainability and Climate Change: An Introduction to Low Carbon Road Transport,,
Bioeconomy: How Renewable Resources Can Help the Future of Our Planet,,
"The Biology of Bugs, Brains, and Beasts",,
Exploring Everyday Chemistry,,
Introducción a la microbiología práctica,,
"Introduction to Nursing: Bioscience, Psychology, and Sociology",,
Flexagons Galore: Advanced Flexagon Fun,,
"Advanced Precalculus: Geometry, Trigonometry and Exponentials",,
Combinatorics: Strategies and Methods for Counting,,
Introduction to Practical Microbiology,,
"Physics, Astronomy, and Space: Teaching Secondary Science",,
Challenges in Antibiotic Resistance: Gram Negative Bacteria,,
"Antimicrobial Stewardship for the Gulf, Middle East and North Africa",,
Image Analysis Methods for Biologists,,
New Energy Technologies: Energy Transition and Sustainable Development,,
Syndromic Testing and Antimicrobial Stewardship,,
Fungal Diagnostics in Critically Ill Patients,,
Virtual Work Experience and Exploring the Veterinary Profession,,
Introduction to Sustainable Bioeconomy,,
"Precalculus: the Mathematics of Numbers, Functions and Equations",,
Procalcitonin: PCT as a Biomarker for Antimicrobial Stewardship,,
The Challenge of Clean Growth and Clean Cities,,
Electrical Industry: Production and Economics,,
Infection Prevention for Vulnerable Patients,,
Medical Equipment Donations to Low Resource Settings,,
Antimicrobial Resistance in the Food Chain,,
Citizen Science Projects: How to Make a Difference,,
The Genomics Era: the Future of Genetics in Medicine,,
Vaccine Development: Finding a Vaccine for COVID-19 and Future Pandemics,,
Tackling Antibiotic Resistance: What Should Dental Teams Do?,,
Risk Management in the Global Economy,,
Small and Mighty: Introduction to Microbiology,,
Climate Change: Solutions,,
Ultrasound Imaging: What Is Inside?,,
Introduction to Process Mining with ProM,,
Process Mining in Healthcare,,
Essential Mathematics for Data Science and Machine Learning: Using R,,
Genomic Medicine: Transforming Patient Care in Diabetes,,
Microsoft Future Ready: Data Query with Transact-SQL (T-SQL),,
Microsoft Future Ready: Designing and Implementing a Data Science Solution on Azure,,
Microsoft Future Ready: Fundamentals to R for Data Science,,
Microsoft Future Ready: Introduction to Azure Cloud for Data Scientists,,
Microsoft Future Ready: Introduction to Data Science,,
Climate Change: The Science,,
Microsoft Future Ready: Data Science Research Methods Using Python Programming,,
Microsoft Future Ready: Designing and Implementing an Azure AI Solution,,
Azure Cloud Fundamentals for Data Science with Python,,
Data Query with Transact-SQL with Python,,
Essential Mathematics for Data Analysis in Microsoft Excel,,
Introduction to Data Science with Microsoft Azure,,
Learning and Memory: Understandings from Educational Neuroscience,,
Mathematics for Data Science: Essential Mathematics for Machine Learning and AI,,
Microsoft Future Ready: Data Query with Transact-SQL (T-SQL),,
Microsoft Future Ready: Data Science Research Methods on Python Programming,,
Microsoft Future Ready: Designing and Implementing a Data Science Solution on Azure,,
Microsoft Future Ready: Designing and Implementing a Data Science Solution on Azure,,
Microsoft Future Ready: Essential Mathematics for Machine Learning and AI,,
Microsoft Future Ready: Introduction to Python Programming,,
Neuroleadership and Conceptual Approaches in Educational Neuroscience,,
Neuroplasticians and Neuromyths,,
Battery Storage: Understanding the Battery Revolution,,
Energy Systems Integration: An Introduction,,
Data Science in the Games Industry,,
Flexagons and the Math Behind Twisted Paper,,
Transforming Energy Systems: Why Governance Matters,,
"Maths Puzzles: Cryptarithms, Symbologies and Secret Codes",,
Next Generation Biosecurity: Responding to 21st Century Biorisks,,
Ageing and The Brain: The Impact of Neurodegenerative Diseases,,
Understanding and Teaching Evolution,,
"An Introduction to Recreational Math: Fun, Games, and Puzzles",,
IUCN Red List of Ecosystems: The Global Standard for Assessing Risks to Ecosystems,,
Identifying Food Fraud,,
Technology Metals for a Green Future,,
Forensic Facial Reconstruction: Finding Mr. X,,
Technical Report Writing for Engineers,,
Discover Dentistry,,
The Musculoskeletal System: The Science of Staying Active into Old Age,,
Construction Ethics and Compliance,,
Quality in Construction,,
Supercomputing,,
"Electrical Engineering: Sensing, Powering and Controlling",,
So You Want to Study Life Science?,,
Why Biology Matters: The Genome and You,,
Liver Disease: Looking after Your Liver,,
Critical Thinking at University: An Introduction,,
Interdisciplinary Learning: Working Across Disciplines,,
Introduction to Research Ethics: Working with People,,
Learning Online: Communicating and Collaborating,,
Learning Online: Managing Your Online Identity,,
Learning Online: Researching Your Project,,
Learning Online: Studying and Reflecting,,
Listening Skills to Succeed at University,,
Preparing to Learn Online at University,,
Skills to Succeed at University,,
A Beginner's Guide to Writing in English for University Study,,
How to Succeed at: Writing Applications,,
English for Academic Study,,
Supporting Adult and Adolescent Students with Dyslexia,,
Next Steps to University: From Choosing A Course to Your First Assessment,,
Starting Out in Health and Social Care Research,,
Study UK: Preparing for work,,
Introduction to the Learning Through Play Experience Tool,,
Academic Research Methodology for Master’s Students,,
Geographic Information Systems (GIS) in the Built Environment,,
Science Communication and Public Engagement,,
Research Impact (ResPACT): Pathway to impactful projects,,
Diverse Routes into Higher Education,,
How to Use Data in Assessment for Learning,,
Community Based Research: Getting Started,,
