StudentID,Major,Skills,Languages,Location,ExtracurricularActivities,GPA
759,Psychology,"Programming, Data Analysis, Artistic, Problem Solving, Public Speaking","English, German, Spanish, Chinese, Japanese, French",Chicago,Music Club,3.57
760,Psychology,"Data Analysis, Leadership, Problem Solving, Public Speaking","Japanese, Spanish",Boston,Volunteer Group,2.71
761,Computer Science,"Leadership, Data Analysis, Programming","Spanish, English",San Francisco,Volunteer Group,2.88
762,Computer Science,"Data Analysis, Problem Solving, Programming, Leadership, Public Speaking","German, Spanish, Chinese",Houston,Art Club,2.95
763,Biology,"Problem Solving, Data Analysis, Leadership, Artistic, Public Speaking","Spanish, English, French, German, Japanese, Chinese",San Francisco,Art Club,2.35
764,History,"Artistic, Problem Solving","Spanish, German, Chinese",Boston,Coding Club,3.18
765,Psychology,"Public Speaking, Programming, Problem Solving, Leadership, Data Analysis","Chinese, German",San Francisco,Sports Team,2.87
766,Mathematics,Public Speaking,French,Los Angeles,Music Club,2.86
767,Psychology,"Programming, Public Speaking, Data Analysis","Spanish, German, French, English, Japanese, Chinese",Chicago,Sports Team,2.8
768,Biology,"Artistic, Data Analysis, Leadership, Public Speaking, Problem Solving, Programming","French, English, Spanish",Chicago,Volunteer Group,2.35
769,Computer Science,"Programming, Data Analysis, Artistic, Public Speaking","Japanese, German, Chinese, English, Spanish, French",New York,Coding Club,2.94
770,History,Data Analysis,Japanese,Chicago,Debate Club,3.63
771,Physics,"Data Analysis, Public Speaking","Spanish, French, Japanese, English, Chinese",Boston,Music Club,2.98
772,Biology,"Leadership, Programming, Public Speaking, Artistic, Data Analysis, Problem Solving","German, French",Los Angeles,Debate Club,2.34
773,Physics,"Public Speaking, Data Analysis","Spanish, German, French",San Francisco,Coding Club,2.39
774,Biology,"Public Speaking, Problem Solving","French, Japanese, Chinese, English",Los Angeles,Debate Club,3.65
775,Biology,"Problem Solving, Data Analysis, Programming, Leadership, Artistic","Spanish, German, French, Chinese",Houston,Coding Club,3.37
776,Physics,"Public Speaking, Data Analysis, Leadership","French, Spanish, English, Chinese, Japanese",Los Angeles,Sports Team,2.6
777,Computer Science,"Programming, Problem Solving, Data Analysis, Artistic",German,Boston,Music Club,2.46
778,History,"Data Analysis, Problem Solving, Leadership, Public Speaking","Japanese, English, German, Chinese",Boston,Sports Team,3.03
779,History,"Problem Solving, Programming, Leadership, Data Analysis, Public Speaking, Artistic","Chinese, Spanish, German",New York,Music Club,2.72
780,Mathematics,"Programming, Artistic, Leadership, Public Speaking","German, English, Spanish, Chinese",Boston,Music Club,2.25
781,Computer Science,"Programming, Public Speaking, Problem Solving","German, Japanese, Spanish, Chinese",Houston,Art Club,2.73
782,Mathematics,"Programming, Leadership, Artistic, Data Analysis, Problem Solving",Spanish,New York,Debate Club,3.74
783,Physics,"Public Speaking, Artistic, Problem Solving, Programming, Leadership","English, Spanish, German, Japanese",Chicago,Coding Club,3.27
784,History,"Problem Solving, Leadership, Artistic, Public Speaking, Programming, Data Analysis","Spanish, English",New York,Music Club,3.13
785,Psychology,"Artistic, Public Speaking, Data Analysis, Programming, Leadership","English, Spanish, Chinese, German, French, Japanese",Boston,Volunteer Group,2.49
786,Biology,"Leadership, Programming","French, Chinese",Houston,Debate Club,2.0
787,History,Data Analysis,"Chinese, English, German, Japanese, French",Boston,Music Club,2.05
788,History,"Programming, Leadership, Data Analysis, Problem Solving, Artistic, Public Speaking","German, Japanese, Chinese, English",San Francisco,Volunteer Group,3.16
789,History,Problem Solving,"French, German, Chinese, Spanish, English",Los Angeles,Music Club,3.0
790,Computer Science,Programming,"French, Chinese",Los Angeles,Coding Club,2.9
791,Computer Science,"Programming, Problem Solving, Artistic, Data Analysis, Leadership",French,Los Angeles,Art Club,3.42
792,Psychology,"Artistic, Public Speaking","English, Spanish, French, German, Chinese",Los Angeles,Sports Team,3.38
793,Psychology,"Artistic, Programming, Data Analysis, Leadership","English, Chinese, Spanish, Japanese, French, German",New York,Sports Team,2.38
794,Biology,"Leadership, Data Analysis, Problem Solving, Programming, Public Speaking, Artistic","Japanese, English, German, Chinese, Spanish",Boston,Art Club,2.72
795,Mathematics,"Data Analysis, Artistic, Programming, Public Speaking, Problem Solving, Leadership",Japanese,Houston,Art Club,3.05
796,Psychology,"Leadership, Problem Solving","English, Chinese",Chicago,Music Club,3.41
797,Computer Science,Problem Solving,"Japanese, Spanish",San Francisco,Music Club,2.98
798,Biology,"Problem Solving, Data Analysis, Public Speaking, Programming, Artistic, Leadership","Japanese, Chinese, Spanish, German",New York,Music Club,3.33
799,History,"Problem Solving, Programming","German, French, Spanish, Chinese, English, Japanese",Chicago,Art Club,2.16
800,History,"Data Analysis, Leadership, Public Speaking, Artistic, Programming, Problem Solving","Spanish, Japanese, English, French, Chinese, German",Houston,Art Club,2.25
801,Physics,"Public Speaking, Artistic, Programming, Data Analysis, Leadership, Problem Solving","Chinese, French, German, English",Los Angeles,Music Club,3.62
802,History,"Data Analysis, Problem Solving, Programming","Chinese, English, French, Spanish",Houston,Art Club,2.67
803,Physics,"Programming, Problem Solving, Leadership","English, French",San Francisco,Debate Club,3.3
804,Psychology,"Public Speaking, Artistic, Leadership, Data Analysis, Programming, Problem Solving","Chinese, Spanish, English",Chicago,Sports Team,2.55
805,Mathematics,"Leadership, Artistic, Data Analysis, Programming","English, French, Chinese, German",Boston,Art Club,3.0
806,Biology,"Problem Solving, Leadership, Data Analysis, Programming","Chinese, Japanese",Boston,Art Club,3.25
807,Biology,"Public Speaking, Leadership, Artistic, Problem Solving, Data Analysis","Spanish, French, German, Chinese",Chicago,Sports Team,2.73
808,Physics,"Data Analysis, Artistic, Problem Solving, Leadership, Public Speaking","French, Spanish, Chinese, English",Los Angeles,Music Club,2.77
809,Mathematics,"Leadership, Public Speaking, Artistic","German, Spanish, English, Japanese, French",Houston,Sports Team,3.84
810,Psychology,"Artistic, Public Speaking, Problem Solving, Programming","German, French",San Francisco,Sports Team,3.89
811,Mathematics,"Leadership, Programming, Problem Solving, Artistic, Public Speaking, Data Analysis","Spanish, Japanese, Chinese, French, English",New York,Art Club,2.77
812,Mathematics,"Problem Solving, Public Speaking, Programming, Artistic","Spanish, English, German",San Francisco,Art Club,2.17
813,Computer Science,"Programming, Data Analysis, Problem Solving, Public Speaking","French, Chinese, Spanish, German",Chicago,Debate Club,3.01
814,Biology,"Programming, Problem Solving",English,San Francisco,Coding Club,2.18
815,Computer Science,"Artistic, Problem Solving, Public Speaking, Leadership","German, Japanese, Chinese, French, English",Boston,Volunteer Group,2.21
816,Biology,"Problem Solving, Data Analysis, Leadership","Spanish, German",Chicago,Volunteer Group,2.39
817,History,Leadership,Chinese,San Francisco,Coding Club,2.89
818,Physics,Artistic,"Japanese, German",San Francisco,Debate Club,3.1
819,Computer Science,Data Analysis,"English, Chinese",Chicago,Sports Team,2.73
820,History,"Programming, Leadership, Problem Solving","Chinese, Japanese, German",Los Angeles,Sports Team,3.15
821,Psychology,Programming,"Chinese, Japanese, Spanish, French",Chicago,Debate Club,3.96
822,Computer Science,Data Analysis,"Chinese, German, Spanish",San Francisco,Debate Club,2.69
823,Physics,Data Analysis,"English, German, French, Japanese, Spanish",Boston,Sports Team,3.83
824,Computer Science,Data Analysis,"Japanese, English, Chinese, French, Spanish",Chicago,Debate Club,3.13
825,Mathematics,Leadership,"German, French, English, Chinese, Japanese",Chicago,Debate Club,2.69
826,Mathematics,"Data Analysis, Programming, Artistic, Public Speaking","Spanish, Chinese, French, Japanese, English, German",Chicago,Music Club,3.69
827,Psychology,"Programming, Data Analysis, Public Speaking, Leadership","English, German",Houston,Music Club,2.78
828,History,Artistic,"English, German, Spanish, Japanese",Chicago,Music Club,2.11
829,Physics,"Data Analysis, Problem Solving","English, German, Japanese, Chinese, Spanish, French",New York,Coding Club,3.27
830,Psychology,"Data Analysis, Public Speaking, Artistic","English, German, Japanese",Boston,Sports Team,2.31
831,Mathematics,"Problem Solving, Leadership, Public Speaking, Artistic, Data Analysis, Programming","French, Japanese, Chinese, English",New York,Sports Team,2.47
832,Computer Science,"Data Analysis, Artistic",Chinese,Houston,Sports Team,3.11
833,Psychology,"Public Speaking, Leadership, Programming, Problem Solving","Spanish, Chinese",Los Angeles,Art Club,3.85
834,Computer Science,"Artistic, Programming, Leadership, Public Speaking, Problem Solving, Data Analysis","Japanese, Spanish",Boston,Debate Club,3.66
835,Physics,"Leadership, Data Analysis, Problem Solving, Artistic, Programming",German,New York,Art Club,3.99
836,Psychology,"Leadership, Public Speaking, Data Analysis, Problem Solving",German,New York,Debate Club,3.37
837,History,Public Speaking,"Chinese, German, Japanese, Spanish, English, French",Houston,Debate Club,3.68
838,Mathematics,"Problem Solving, Programming, Artistic, Public Speaking, Data Analysis","Chinese, English, Spanish, French",New York,Art Club,2.62
839,Physics,"Leadership, Public Speaking, Programming, Data Analysis, Problem Solving","German, Chinese, English, Spanish, French",Chicago,Debate Club,3.07
840,Biology,"Leadership, Problem Solving, Programming, Artistic","English, German, Japanese, French, Spanish, Chinese",Boston,Music Club,2.6
841,Computer Science,"Public Speaking, Artistic, Leadership, Programming",Japanese,Boston,Coding Club,2.23
842,Psychology,Public Speaking,Chinese,Houston,Music Club,3.96
843,Computer Science,"Problem Solving, Artistic, Data Analysis","French, German",Boston,Debate Club,2.09
844,Mathematics,"Programming, Leadership, Data Analysis","Chinese, French, Japanese",Los Angeles,Coding Club,3.14
845,Computer Science,"Public Speaking, Artistic",German,New York,Art Club,3.5
846,Computer Science,"Leadership, Programming, Data Analysis","Spanish, Japanese, Chinese, French, German",Los Angeles,Volunteer Group,2.28
847,Computer Science,"Problem Solving, Artistic, Leadership, Programming, Data Analysis","French, Chinese, German, English, Japanese, Spanish",Chicago,Volunteer Group,3.64
848,Computer Science,"Public Speaking, Leadership","Spanish, German",Los Angeles,Coding Club,3.91
849,Psychology,"Artistic, Public Speaking","German, English",Chicago,Music Club,3.89
850,Biology,"Leadership, Public Speaking, Data Analysis","Spanish, German, French, English",Houston,Debate Club,2.72
851,Psychology,"Artistic, Public Speaking, Programming, Data Analysis, Problem Solving, Leadership","French, Japanese",Houston,Art Club,3.72
852,History,"Leadership, Programming, Public Speaking, Problem Solving, Artistic, Data Analysis","Chinese, English, German, Japanese, Spanish",Houston,Coding Club,2.28
853,Biology,"Public Speaking, Leadership, Programming, Artistic, Data Analysis","English, Spanish, Japanese, French, German",Houston,Debate Club,3.34
854,Mathematics,Artistic,"English, Spanish, German, French, Japanese, Chinese",Boston,Sports Team,2.01
855,Biology,"Public Speaking, Data Analysis, Artistic","French, Spanish, Japanese, English",Los Angeles,Debate Club,3.3
856,Physics,"Public Speaking, Data Analysis, Leadership, Problem Solving, Artistic","Chinese, English, French, Japanese",Boston,Debate Club,2.29
857,Psychology,"Artistic, Problem Solving",French,Los Angeles,Coding Club,2.02
858,History,"Public Speaking, Problem Solving, Leadership, Programming, Artistic","Japanese, Spanish, Chinese, German, French, English",New York,Volunteer Group,2.91
859,Biology,Public Speaking,"English, French, Chinese, Spanish, German",San Francisco,Debate Club,2.12
860,History,"Public Speaking, Data Analysis, Problem Solving, Artistic, Leadership, Programming","Chinese, French, Japanese, German, Spanish",Los Angeles,Music Club,2.75
861,Mathematics,"Data Analysis, Programming","Chinese, English, German, French, Japanese, Spanish",Los Angeles,Music Club,3.96
862,Psychology,"Public Speaking, Data Analysis",English,Chicago,Sports Team,2.45
863,History,"Data Analysis, Programming, Public Speaking, Problem Solving, Artistic, Leadership",Chinese,Chicago,Volunteer Group,3.89
864,Physics,"Public Speaking, Data Analysis, Artistic","German, English",San Francisco,Art Club,3.9
865,Psychology,"Data Analysis, Leadership, Problem Solving, Artistic","Spanish, Chinese",Boston,Music Club,3.94
866,Biology,"Public Speaking, Artistic","German, Chinese, French, English, Japanese",Houston,Music Club,2.22
867,Physics,"Leadership, Problem Solving, Programming","English, Japanese",Los Angeles,Volunteer Group,2.15
868,Physics,Leadership,"German, Spanish",San Francisco,Music Club,3.0
869,History,"Problem Solving, Leadership, Data Analysis","Chinese, German, Japanese, Spanish, English",Boston,Volunteer Group,2.68
870,Mathematics,"Data Analysis, Public Speaking, Problem Solving, Programming, Leadership","Spanish, Japanese, Chinese, French, German, English",San Francisco,Art Club,2.37
871,Mathematics,"Leadership, Problem Solving, Artistic","German, Spanish, English, Chinese",Chicago,Coding Club,2.76
872,Biology,Artistic,English,Los Angeles,Volunteer Group,3.32
873,Computer Science,Programming,"Spanish, Chinese, Japanese",Houston,Sports Team,2.71
874,Physics,"Problem Solving, Leadership, Data Analysis","French, Chinese, Japanese, German, Spanish, English",Chicago,Art Club,3.8
875,Psychology,"Data Analysis, Public Speaking","Spanish, Japanese, English",San Francisco,Art Club,3.89
876,Physics,"Public Speaking, Artistic, Programming","French, Japanese, Spanish",Chicago,Sports Team,2.58
877,Biology,Problem Solving,"German, Japanese",San Francisco,Sports Team,3.65
878,Mathematics,"Artistic, Data Analysis","French, Chinese",Chicago,Sports Team,2.49
879,Physics,"Data Analysis, Public Speaking, Artistic, Leadership, Problem Solving, Programming","Spanish, German",Chicago,Music Club,3.41
880,Mathematics,"Problem Solving, Data Analysis",Spanish,New York,Art Club,3.09
881,Computer Science,Programming,German,San Francisco,Music Club,3.47
882,Computer Science,"Artistic, Problem Solving, Programming, Public Speaking","German, Chinese, French",San Francisco,Art Club,3.1
883,Computer Science,"Artistic, Problem Solving, Leadership, Public Speaking",Japanese,Boston,Volunteer Group,3.72
884,History,"Problem Solving, Data Analysis, Programming, Public Speaking",English,Boston,Volunteer Group,3.01
885,Computer Science,"Problem Solving, Public Speaking, Leadership","Japanese, German, English, Chinese",New York,Coding Club,2.02
886,Psychology,"Problem Solving, Programming, Artistic, Leadership","German, French, Chinese",Houston,Music Club,2.89
887,Mathematics,"Problem Solving, Public Speaking, Artistic, Programming","French, Japanese, German, Spanish",New York,Coding Club,2.14
888,Mathematics,"Artistic, Data Analysis, Programming, Problem Solving, Leadership","Spanish, German, English, Chinese, Japanese",New York,Sports Team,3.49
889,Computer Science,"Data Analysis, Programming, Artistic, Public Speaking, Leadership","Spanish, Japanese, English, Chinese, German",Chicago,Volunteer Group,2.16
890,History,"Data Analysis, Leadership, Programming, Problem Solving","Chinese, Spanish, English, Japanese, German, French",Houston,Coding Club,2.57
891,Biology,"Problem Solving, Data Analysis, Leadership, Programming, Artistic","French, German, Chinese, Japanese, Spanish, English",San Francisco,Coding Club,3.57
892,Psychology,Public Speaking,French,Los Angeles,Debate Club,2.5
893,Biology,"Artistic, Data Analysis, Problem Solving, Leadership, Programming","Spanish, Chinese",Boston,Sports Team,3.32
894,Mathematics,"Problem Solving, Artistic","Chinese, English, Spanish, Japanese, French, German",Los Angeles,Music Club,3.73
895,Mathematics,"Problem Solving, Leadership, Programming, Artistic, Data Analysis","French, Chinese, Japanese",San Francisco,Sports Team,2.77
896,Mathematics,"Leadership, Problem Solving, Programming, Public Speaking, Artistic, Data Analysis","French, Chinese, Spanish",Boston,Sports Team,3.48
897,Biology,"Public Speaking, Problem Solving, Programming, Data Analysis","French, English",New York,Sports Team,2.5
898,Computer Science,"Problem Solving, Leadership, Data Analysis, Artistic","Japanese, Spanish, French, German, Chinese, English",San Francisco,Coding Club,2.42
899,Physics,"Artistic, Programming, Data Analysis, Leadership, Problem Solving, Public Speaking","Chinese, Spanish",Boston,Coding Club,2.07
900,History,"Leadership, Public Speaking","German, French, Chinese, Spanish, Japanese, English",Houston,Music Club,3.18
901,Biology,"Public Speaking, Data Analysis","German, Japanese, Chinese, English, Spanish",Boston,Volunteer Group,3.68
902,Computer Science,"Data Analysis, Public Speaking, Leadership, Programming, Problem Solving, Artistic","Spanish, French, English",New York,Debate Club,3.48
903,Psychology,Public Speaking,"Japanese, Spanish, Chinese, French",New York,Art Club,2.23
904,Mathematics,"Leadership, Programming, Data Analysis, Problem Solving, Public Speaking","English, German",Chicago,Coding Club,3.29
905,Mathematics,"Leadership, Artistic, Problem Solving, Public Speaking, Data Analysis, Programming","French, English, Japanese, Chinese, Spanish, German",Los Angeles,Debate Club,3.5
906,Physics,"Data Analysis, Artistic, Problem Solving, Public Speaking, Programming","German, Spanish, Chinese",Boston,Debate Club,2.92
907,Biology,"Data Analysis, Leadership, Public Speaking, Programming, Problem Solving, Artistic","Japanese, German",San Francisco,Art Club,3.39
908,Mathematics,"Artistic, Programming","English, French",Boston,Volunteer Group,3.32
909,Mathematics,"Programming, Leadership, Data Analysis","Chinese, English, German, Japanese",Boston,Music Club,2.74
910,Computer Science,"Public Speaking, Artistic, Programming","English, Chinese",San Francisco,Art Club,3.7
911,Computer Science,"Programming, Artistic, Problem Solving, Public Speaking","French, English, Chinese, German, Japanese",Los Angeles,Music Club,3.69
912,Psychology,"Public Speaking, Data Analysis, Problem Solving","Chinese, German, Spanish",New York,Coding Club,3.73
913,Psychology,"Data Analysis, Leadership, Problem Solving",Japanese,Los Angeles,Coding Club,3.45
914,Psychology,Leadership,"German, Japanese",New York,Music Club,3.96
915,Biology,"Data Analysis, Leadership, Programming, Artistic","English, German, Japanese",San Francisco,Sports Team,2.97
916,Physics,"Programming, Public Speaking","Spanish, English",New York,Volunteer Group,3.78
917,Mathematics,"Artistic, Data Analysis, Public Speaking, Leadership","Chinese, Spanish",San Francisco,Volunteer Group,3.42
918,Biology,"Problem Solving, Artistic, Leadership","Spanish, French, Japanese, Chinese, English",Chicago,Art Club,2.15
919,Computer Science,"Data Analysis, Problem Solving, Artistic, Programming, Public Speaking","Spanish, Japanese, German, Chinese, English",Los Angeles,Coding Club,3.57
920,Computer Science,"Artistic, Problem Solving, Data Analysis, Programming, Leadership","Japanese, Chinese",Houston,Coding Club,2.71
921,History,"Public Speaking, Artistic","English, Japanese, Spanish, French",San Francisco,Sports Team,3.55
922,Physics,"Artistic, Programming, Leadership","French, Spanish, English, German, Japanese, Chinese",San Francisco,Coding Club,3.57
923,Computer Science,"Data Analysis, Public Speaking, Artistic","English, Japanese",San Francisco,Volunteer Group,2.79
924,Biology,"Leadership, Artistic, Problem Solving, Programming, Data Analysis, Public Speaking","German, Spanish, French, English",Chicago,Sports Team,2.29
925,Computer Science,Data Analysis,"Spanish, Japanese, German, French, English, Chinese",San Francisco,Volunteer Group,2.12
926,Physics,"Artistic, Leadership, Data Analysis, Programming, Public Speaking","Japanese, French, English",Boston,Debate Club,3.57
927,Computer Science,"Data Analysis, Leadership, Artistic","Japanese, Spanish",Chicago,Sports Team,2.05
928,Biology,"Data Analysis, Problem Solving",Chinese,Boston,Debate Club,2.52
929,History,"Leadership, Programming","Chinese, Spanish, German, Japanese, English",Chicago,Music Club,2.04
930,Psychology,"Problem Solving, Programming","Japanese, German, French",Boston,Debate Club,2.08
931,Computer Science,Problem Solving,"Spanish, Chinese",Chicago,Sports Team,2.77
932,Physics,"Problem Solving, Public Speaking, Artistic, Data Analysis","English, Japanese, French, Spanish, German, Chinese",Houston,Sports Team,3.82
933,Physics,Problem Solving,"English, German",Los Angeles,Coding Club,2.94
934,Psychology,"Leadership, Problem Solving, Artistic, Public Speaking, Data Analysis","Spanish, English, French, Japanese, Chinese",New York,Debate Club,3.03
935,Mathematics,Leadership,"English, Spanish, Japanese, French, German",Boston,Debate Club,2.34
936,Physics,"Data Analysis, Programming, Leadership",German,Los Angeles,Sports Team,3.91
937,Mathematics,"Artistic, Problem Solving, Programming","English, Spanish, German, Japanese, Chinese",Boston,Volunteer Group,3.96
938,Biology,"Artistic, Programming, Public Speaking","Spanish, English, Chinese, French, Japanese",Los Angeles,Coding Club,3.04
939,Biology,Problem Solving,"Chinese, English, German, French, Spanish, Japanese",Los Angeles,Music Club,3.32
940,History,"Leadership, Artistic, Data Analysis","Japanese, French, English",New York,Volunteer Group,2.97
941,Biology,Artistic,"Spanish, French, Chinese",Houston,Music Club,2.33
942,Mathematics,"Leadership, Programming, Artistic, Data Analysis","English, French, German, Spanish, Japanese",Los Angeles,Sports Team,3.23
943,History,"Public Speaking, Data Analysis, Programming, Problem Solving, Artistic","Japanese, English, Chinese, Spanish",Boston,Debate Club,2.21
944,Physics,"Leadership, Artistic, Data Analysis","Japanese, French, English, Chinese, Spanish, German",Boston,Sports Team,2.73
945,Computer Science,"Programming, Public Speaking","French, German, Japanese, English, Chinese, Spanish",Los Angeles,Debate Club,3.38
946,Mathematics,"Leadership, Data Analysis, Problem Solving, Public Speaking, Artistic, Programming","Spanish, French, Japanese",Los Angeles,Sports Team,2.74
947,Biology,"Problem Solving, Artistic","French, Chinese, Spanish",Los Angeles,Debate Club,2.79
948,Mathematics,"Leadership, Programming","German, French, Japanese, English, Spanish, Chinese",Chicago,Sports Team,2.33
949,Biology,"Programming, Public Speaking, Problem Solving, Leadership","French, English, Spanish",Boston,Sports Team,2.7
950,History,"Data Analysis, Public Speaking, Leadership, Problem Solving","Spanish, French",Boston,Art Club,2.11
951,Biology,"Artistic, Leadership, Problem Solving, Data Analysis, Programming, Public Speaking","Japanese, English, French",Houston,Art Club,2.22
952,Psychology,"Data Analysis, Leadership, Public Speaking","German, Spanish",Chicago,Sports Team,3.71
953,Physics,"Leadership, Problem Solving, Public Speaking, Programming, Artistic, Data Analysis","French, Japanese, Chinese, Spanish, German",Houston,Sports Team,3.2
954,Computer Science,"Leadership, Data Analysis, Programming, Artistic",German,New York,Sports Team,3.22
955,Psychology,"Data Analysis, Programming, Problem Solving, Artistic, Leadership, Public Speaking","Chinese, Spanish, German, French, English",Los Angeles,Sports Team,2.61
956,Computer Science,"Artistic, Data Analysis","Spanish, German",Boston,Art Club,3.89
957,Biology,"Public Speaking, Programming","Spanish, Japanese, Chinese, German, French, English",Houston,Volunteer Group,2.48
958,Mathematics,"Artistic, Programming",French,New York,Sports Team,2.23
959,Biology,"Programming, Artistic, Data Analysis, Problem Solving, Public Speaking","Spanish, Chinese, Japanese, English, German",Boston,Coding Club,2.43
960,Biology,Leadership,"German, English, Japanese, Chinese, Spanish",Houston,Art Club,3.31
961,Computer Science,"Artistic, Problem Solving","Japanese, German, English, Chinese",Houston,Music Club,3.81
962,History,"Leadership, Programming, Public Speaking, Artistic, Data Analysis","German, Chinese, English, French, Spanish",Houston,Art Club,2.26
963,Mathematics,"Data Analysis, Artistic","Chinese, Spanish, Japanese, French, English, German",Boston,Coding Club,2.86
964,Mathematics,"Problem Solving, Programming, Public Speaking, Data Analysis, Leadership, Artistic",Japanese,Los Angeles,Music Club,3.2
965,Biology,"Leadership, Data Analysis, Programming, Public Speaking, Artistic","Chinese, French, English, Spanish, Japanese, German",Los Angeles,Sports Team,2.53
966,Biology,"Data Analysis, Public Speaking, Problem Solving, Programming, Artistic, Leadership","German, French, Chinese",New York,Debate Club,2.56
967,Psychology,"Problem Solving, Public Speaking","English, Japanese",Chicago,Volunteer Group,3.62
968,Mathematics,"Data Analysis, Public Speaking, Artistic, Leadership",Spanish,Houston,Volunteer Group,3.58
969,Physics,"Data Analysis, Problem Solving, Artistic","Chinese, English, French, German, Spanish",Houston,Volunteer Group,3.08
970,Biology,"Artistic, Data Analysis, Programming, Problem Solving, Leadership, Public Speaking","English, French",Houston,Art Club,2.41
971,Psychology,"Data Analysis, Leadership, Artistic, Programming, Public Speaking","German, French, Chinese, Spanish",San Francisco,Sports Team,2.65
972,History,"Artistic, Leadership, Problem Solving, Public Speaking, Data Analysis, Programming",Japanese,Houston,Music Club,2.34
973,Psychology,"Leadership, Data Analysis, Artistic","Spanish, English, French",Los Angeles,Coding Club,2.12
974,Physics,"Public Speaking, Problem Solving, Data Analysis","German, Chinese, French, Japanese",Houston,Music Club,3.52
975,Biology,"Public Speaking, Programming","German, Japanese, Spanish, French, Chinese, English",New York,Sports Team,2.55
976,Computer Science,"Public Speaking, Leadership, Programming, Artistic","Spanish, German, English",Los Angeles,Sports Team,2.25
977,History,"Public Speaking, Leadership, Problem Solving, Artistic, Programming","Chinese, German",Houston,Volunteer Group,2.47
978,Physics,"Artistic, Programming","French, German, Japanese, English, Spanish",Los Angeles,Coding Club,2.71
979,Mathematics,"Problem Solving, Leadership","English, Spanish, Japanese",Boston,Volunteer Group,3.53
980,History,Leadership,"Chinese, French, German",San Francisco,Music Club,2.98
981,Psychology,"Problem Solving, Public Speaking, Programming, Leadership, Data Analysis","English, Japanese, French, German, Chinese, Spanish",Houston,Volunteer Group,2.79
982,Biology,"Problem Solving, Public Speaking, Programming, Data Analysis, Artistic","French, Japanese, English, Spanish, German, Chinese",Houston,Coding Club,3.2
983,Mathematics,"Leadership, Public Speaking, Programming",Chinese,New York,Sports Team,3.55
984,Psychology,"Leadership, Programming, Data Analysis, Artistic, Problem Solving","Spanish, Chinese, English, German, French",Houston,Sports Team,2.6
985,Psychology,"Data Analysis, Leadership, Public Speaking, Problem Solving, Programming, Artistic","English, Chinese, German",Chicago,Debate Club,2.66
986,Mathematics,"Leadership, Programming, Artistic, Data Analysis, Problem Solving","German, English, Chinese, Japanese, French, Spanish",Los Angeles,Coding Club,2.56
987,Mathematics,"Public Speaking, Problem Solving",Chinese,New York,Volunteer Group,3.61
988,Computer Science,Programming,"German, Chinese, English",San Francisco,Coding Club,3.01
989,Mathematics,"Leadership, Data Analysis, Artistic, Problem Solving","Spanish, German",Chicago,Art Club,2.97
990,Psychology,"Problem Solving, Data Analysis, Public Speaking, Programming","Spanish, Chinese, English, Japanese, French",Boston,Sports Team,2.6
991,Mathematics,"Programming, Problem Solving","Japanese, English",Los Angeles,Sports Team,3.37
992,Mathematics,"Problem Solving, Leadership","Chinese, English",Houston,Sports Team,2.06
993,Computer Science,"Programming, Problem Solving, Data Analysis, Leadership, Public Speaking, Artistic","French, English, Spanish, Chinese, German",Boston,Music Club,2.97
994,Mathematics,"Data Analysis, Artistic",German,New York,Sports Team,3.23
995,History,"Data Analysis, Leadership, Programming, Artistic, Problem Solving, Public Speaking","Spanish, Chinese, English",New York,Sports Team,2.26
996,Mathematics,"Leadership, Artistic, Programming, Public Speaking, Data Analysis, Problem Solving","French, Chinese, English",Chicago,Sports Team,2.21
997,Biology,"Data Analysis, Leadership","Spanish, German, Chinese",New York,Art Club,3.62
998,Biology,"Public Speaking, Programming, Artistic, Leadership, Problem Solving, Data Analysis","Spanish, German, Japanese, Chinese, French",New York,Volunteer Group,3.09
999,Psychology,"Public Speaking, Data Analysis, Artistic, Leadership, Problem Solving",German,Houston,Sports Team,3.17
1000,Physics,Public Speaking,"Japanese, Spanish, Chinese, French, German",New York,Coding Club,2.16
