Resume_ID,Resume_Category,Top_Matched_Jobs,Job_IDs,Similarities
722,Database,"['Systems Analyst - Appserver Admin', 'System Administrator', 'Systems Administrator']","[472, 702, 559]","[0.1589801240481674, 0.15502714347748728, 0.1498320621897647]"
723,Database,"['Oracle E-Business Programmer & Decision Support', 'Systems Administrator', 'Data Management Analyst for Netsmart']","[767, 442, 468]","[0.20958535893842564, 0.14608474091002271, 0.12487245045947444]"
724,Database,"['Sr. System Administrator', 'Systems Programmer', 'Stagiaire dév. php - job post']","[560, 766, 891]","[0.11952079966045102, 0.11865778059831254, 0.10844917025845052]"
725,Database,"['Oracle E-Business Programmer & Decision Support', 'Sr. System Administrator', 'Regional Sales Director, SAP - NE - United States']","[767, 560, 447]","[0.3658615396648644, 0.14283438870526802, 0.1394967693218744]"
726,Database,"['Oracle E-Business Programmer & Decision Support', 'Systems Analyst - Appserver Admin', 'Data Entry Operator - REMOTE']","[767, 472, 638]","[0.18364722048972312, 0.15770317266151765, 0.15310200394266216]"
727,Database,"['Systems Analyst - Appserver Admin', 'Senior eCommerce Engineer', 'Systems Administrator']","[472, 245, 442]","[0.19099887776360192, 0.16853318905217116, 0.16150519949361578]"
728,Database,"['Systems Analyst - Appserver Admin', 'Senior eCommerce Engineer', 'System Administrator']","[472, 245, 702]","[0.20756092930710363, 0.18111519520576025, 0.14573997885651332]"
729,Database,"['Oracle E-Business Programmer & Decision Support', 'IT Systems Administrator', 'System Administrator']","[767, 703, 702]","[0.17993164534982448, 0.12116381367534286, 0.11995513086664075]"
730,Database,"['Oracle E-Business Programmer & Decision Support', 'Senior Data Analyst', 'Big Data Engineer - job post']","[767, 465, 978]","[0.23880225485719986, 0.21908077779838742, 0.20021412744444186]"
731,Database,"['Senior eCommerce Engineer', 'Systems Analyst - Appserver Admin', 'System Administrator']","[245, 472, 702]","[0.21485168443242453, 0.1781237610250951, 0.17138652372233135]"
732,Database,"['System Administrator', 'Senior eCommerce Engineer', 'Systems Administrator']","[702, 245, 559]","[0.22699584718940977, 0.22388593269608376, 0.20704372609528424]"
733,Database,"['Systems Analyst - Appserver Admin', 'System Administrator', 'Systems Administrator']","[472, 702, 559]","[0.1589801240481674, 0.15502714347748728, 0.1498320621897647]"
734,Database,"['Oracle E-Business Programmer & Decision Support', 'Systems Administrator', 'Data Management Analyst for Netsmart']","[767, 442, 468]","[0.20958535893842564, 0.14608474091002271, 0.12487245045947444]"
735,Database,"['Sr. System Administrator', 'Systems Programmer', 'Stagiaire dév. php - job post']","[560, 766, 891]","[0.11952079966045102, 0.11865778059831254, 0.10844917025845052]"
736,Database,"['Oracle E-Business Programmer & Decision Support', 'Sr. System Administrator', 'Regional Sales Director, SAP - NE - United States']","[767, 560, 447]","[0.3658615396648644, 0.14283438870526802, 0.1394967693218744]"
737,Database,"['Oracle E-Business Programmer & Decision Support', 'Systems Analyst - Appserver Admin', 'Data Entry Operator - REMOTE']","[767, 472, 638]","[0.18364722048972312, 0.15770317266151765, 0.15310200394266216]"
738,Database,"['Systems Analyst - Appserver Admin', 'Senior eCommerce Engineer', 'Systems Administrator']","[472, 245, 442]","[0.19099887776360192, 0.16853318905217116, 0.16150519949361578]"
739,Database,"['Systems Analyst - Appserver Admin', 'Senior eCommerce Engineer', 'System Administrator']","[472, 245, 702]","[0.20756092930710363, 0.18111519520576025, 0.14573997885651332]"
740,Database,"['Oracle E-Business Programmer & Decision Support', 'IT Systems Administrator', 'System Administrator']","[767, 703, 702]","[0.17993164534982448, 0.12116381367534286, 0.11995513086664075]"
741,Database,"['Oracle E-Business Programmer & Decision Support', 'Senior Data Analyst', 'Big Data Engineer - job post']","[767, 465, 978]","[0.23880225485719986, 0.21908077779838742, 0.20021412744444186]"
742,Hadoop,"['Senior Data Analyst', 'Data Engineer Intern - job post', 'Big Data Engineer - job post']","[465, 964, 978]","[0.1830003169912657, 0.16954526751997456, 0.16676828081396924]"
743,Hadoop,"['Product Development Associate in NYC', 'Senior Data Analyst', 'Vice President Marketing']","[602, 465, 781]","[0.07801678127809009, 0.07656814956141472, 0.07419815000916952]"
744,Hadoop,"['Senior Data Analyst', 'Big Data Engineer - job post', 'Data Engineer Intern - job post']","[465, 978, 964]","[0.24318669141426638, 0.22004709967131866, 0.2193397892846535]"
745,Hadoop,"['Data Engineer Intern - job post', 'Big Data Engineer - job post', 'Data Analytics Senior Mangager']","[964, 978, 539]","[0.16931903328474013, 0.16396763104456116, 0.15152622131607626]"
746,Hadoop,"['Data Engineer Intern - job post', 'Senior Data Analyst', 'Data Engineer - job post']","[964, 465, 965]","[0.22092693959602758, 0.2152199929627429, 0.198862848312346]"
747,Hadoop,"['Big Data Engineer - job post', 'Data Engineer Intern - job post', 'Senior Data Analyst']","[978, 964, 465]","[0.14009987632108525, 0.10097529228667383, 0.094707198930886]"
748,Hadoop,"['Big Data Engineer - job post', 'Senior Data Analyst', 'Data Engineer Intern - job post']","[978, 465, 964]","[0.23618886796772692, 0.2266662115169958, 0.21021353297391054]"
749,Hadoop,"['Senior Data Analyst', 'Data Engineer Intern - job post', 'Big Data Engineer - job post']","[465, 964, 978]","[0.1830003169912657, 0.16954526751997456, 0.16676828081396924]"
750,Hadoop,"['Product Development Associate in NYC', 'Senior Data Analyst', 'Vice President Marketing']","[602, 465, 781]","[0.07801678127809009, 0.07656814956141472, 0.07419815000916952]"
751,Hadoop,"['Senior Data Analyst', 'Big Data Engineer - job post', 'Data Engineer Intern - job post']","[465, 978, 964]","[0.24318669141426638, 0.22004709967131866, 0.2193397892846535]"
752,Hadoop,"['Data Engineer Intern - job post', 'Big Data Engineer - job post', 'Data Analytics Senior Mangager']","[964, 978, 539]","[0.16931903328474013, 0.16396763104456116, 0.15152622131607626]"
753,Hadoop,"['Data Engineer Intern - job post', 'Senior Data Analyst', 'Data Engineer - job post']","[964, 465, 965]","[0.22092693959602758, 0.2152199929627429, 0.198862848312346]"
754,Hadoop,"['Big Data Engineer - job post', 'Data Engineer Intern - job post', 'Senior Data Analyst']","[978, 964, 465]","[0.14009987632108525, 0.10097529228667383, 0.094707198930886]"
755,Hadoop,"['Big Data Engineer - job post', 'Senior Data Analyst', 'Data Engineer Intern - job post']","[978, 465, 964]","[0.23618886796772692, 0.2266662115169958, 0.21021353297391054]"
756,Hadoop,"['Senior Data Analyst', 'Data Engineer Intern - job post', 'Big Data Engineer - job post']","[465, 964, 978]","[0.1830003169912657, 0.16954526751997456, 0.16676828081396924]"
757,Hadoop,"['Product Development Associate in NYC', 'Senior Data Analyst', 'Vice President Marketing']","[602, 465, 781]","[0.07801678127809009, 0.07656814956141472, 0.07419815000916952]"
758,Hadoop,"['Senior Data Analyst', 'Big Data Engineer - job post', 'Data Engineer Intern - job post']","[465, 978, 964]","[0.24318669141426638, 0.22004709967131866, 0.2193397892846535]"
759,Hadoop,"['Data Engineer Intern - job post', 'Big Data Engineer - job post', 'Data Analytics Senior Mangager']","[964, 978, 539]","[0.16931903328474013, 0.16396763104456116, 0.15152622131607626]"
760,Hadoop,"['Data Engineer Intern - job post', 'Senior Data Analyst', 'Data Engineer - job post']","[964, 465, 965]","[0.22092693959602758, 0.2152199929627429, 0.198862848312346]"
761,Hadoop,"['Big Data Engineer - job post', 'Data Engineer Intern - job post', 'Senior Data Analyst']","[978, 964, 465]","[0.14009987632108525, 0.10097529228667383, 0.094707198930886]"
762,Hadoop,"['Big Data Engineer - job post', 'Senior Data Analyst', 'Data Engineer Intern - job post']","[978, 465, 964]","[0.23618886796772692, 0.2266662115169958, 0.21021353297391054]"
763,Hadoop,"['Senior Data Analyst', 'Data Engineer Intern - job post', 'Big Data Engineer - job post']","[465, 964, 978]","[0.1830003169912657, 0.16954526751997456, 0.16676828081396924]"
764,Hadoop,"['Product Development Associate in NYC', 'Senior Data Analyst', 'Vice President Marketing']","[602, 465, 781]","[0.07801678127809009, 0.07656814956141472, 0.07419815000916952]"
765,Hadoop,"['Senior Data Analyst', 'Big Data Engineer - job post', 'Data Engineer Intern - job post']","[465, 978, 964]","[0.24318669141426638, 0.22004709967131866, 0.2193397892846535]"
766,Hadoop,"['Data Engineer Intern - job post', 'Big Data Engineer - job post', 'Data Analytics Senior Mangager']","[964, 978, 539]","[0.16931903328474013, 0.16396763104456116, 0.15152622131607626]"
767,Hadoop,"['Data Engineer Intern - job post', 'Senior Data Analyst', 'Data Engineer - job post']","[964, 465, 965]","[0.22092693959602758, 0.2152199929627429, 0.198862848312346]"
768,Hadoop,"['Big Data Engineer - job post', 'Data Engineer Intern - job post', 'Senior Data Analyst']","[978, 964, 465]","[0.14009987632108525, 0.10097529228667383, 0.094707198930886]"
769,Hadoop,"['Big Data Engineer - job post', 'Senior Data Analyst', 'Data Engineer Intern - job post']","[978, 465, 964]","[0.23618886796772692, 0.2266662115169958, 0.21021353297391054]"
770,Hadoop,"['Senior Data Analyst', 'Data Engineer Intern - job post', 'Big Data Engineer - job post']","[465, 964, 978]","[0.1830003169912657, 0.16954526751997456, 0.16676828081396924]"
771,Hadoop,"['Product Development Associate in NYC', 'Senior Data Analyst', 'Vice President Marketing']","[602, 465, 781]","[0.07801678127809009, 0.07656814956141472, 0.07419815000916952]"
772,Hadoop,"['Senior Data Analyst', 'Big Data Engineer - job post', 'Data Engineer Intern - job post']","[465, 978, 964]","[0.24318669141426638, 0.22004709967131866, 0.2193397892846535]"
773,Hadoop,"['Data Engineer Intern - job post', 'Big Data Engineer - job post', 'Data Analytics Senior Mangager']","[964, 978, 539]","[0.16931903328474013, 0.16396763104456116, 0.15152622131607626]"
774,Hadoop,"['Data Engineer Intern - job post', 'Senior Data Analyst', 'Data Engineer - job post']","[964, 465, 965]","[0.22092693959602758, 0.2152199929627429, 0.198862848312346]"
775,Hadoop,"['Big Data Engineer - job post', 'Data Engineer Intern - job post', 'Senior Data Analyst']","[978, 964, 465]","[0.14009987632108525, 0.10097529228667383, 0.094707198930886]"
776,Hadoop,"['Big Data Engineer - job post', 'Senior Data Analyst', 'Data Engineer Intern - job post']","[978, 465, 964]","[0.23618886796772692, 0.2266662115169958, 0.21021353297391054]"
777,Hadoop,"['Senior Data Analyst', 'Data Engineer Intern - job post', 'Big Data Engineer - job post']","[465, 964, 978]","[0.1830003169912657, 0.16954526751997456, 0.16676828081396924]"
778,Hadoop,"['Product Development Associate in NYC', 'Senior Data Analyst', 'Vice President Marketing']","[602, 465, 781]","[0.07801678127809009, 0.07656814956141472, 0.07419815000916952]"
779,Hadoop,"['Senior Data Analyst', 'Big Data Engineer - job post', 'Data Engineer Intern - job post']","[465, 978, 964]","[0.24318669141426638, 0.22004709967131866, 0.2193397892846535]"
780,Hadoop,"['Data Engineer Intern - job post', 'Big Data Engineer - job post', 'Data Analytics Senior Mangager']","[964, 978, 539]","[0.16931903328474013, 0.16396763104456116, 0.15152622131607626]"
781,Hadoop,"['Data Engineer Intern - job post', 'Senior Data Analyst', 'Data Engineer - job post']","[964, 465, 965]","[0.22092693959602758, 0.2152199929627429, 0.198862848312346]"
782,Hadoop,"['Big Data Engineer - job post', 'Data Engineer Intern - job post', 'Senior Data Analyst']","[978, 964, 465]","[0.14009987632108525, 0.10097529228667383, 0.094707198930886]"
783,Hadoop,"['Big Data Engineer - job post', 'Senior Data Analyst', 'Data Engineer Intern - job post']","[978, 465, 964]","[0.23618886796772692, 0.2266662115169958, 0.21021353297391054]"
784,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Senior Data Analyst']","[964, 965, 465]","[0.2322118697469223, 0.20266725387177392, 0.16926992538640329]"
785,ETL Developer,"['Oracle E-Business Programmer & Decision Support', 'Data Engineer Intern - job post', 'Data Analytics Senior Mangager']","[767, 964, 539]","[0.18698612813473114, 0.14591584647086756, 0.14239282137689782]"
786,ETL Developer,"['Oracle E-Business Programmer & Decision Support', 'Senior Project Manager', 'Data Engineer Intern - job post']","[767, 343, 964]","[0.11546575489013305, 0.09210616909786112, 0.08916043131926286]"
787,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Big Data Engineer - job post']","[964, 965, 978]","[0.21913088855330337, 0.20374756652589374, 0.2028637154778184]"
788,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Warehouse Manager']","[964, 965, 38]","[0.1463130295512741, 0.11897111997677975, 0.10171049635199646]"
789,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Senior Data Analyst']","[964, 965, 465]","[0.2322118697469223, 0.20266725387177392, 0.16926992538640329]"
790,ETL Developer,"['Oracle E-Business Programmer & Decision Support', 'Data Engineer Intern - job post', 'Data Analytics Senior Mangager']","[767, 964, 539]","[0.18698612813473114, 0.14591584647086756, 0.14239282137689782]"
791,ETL Developer,"['Oracle E-Business Programmer & Decision Support', 'Senior Project Manager', 'Data Engineer Intern - job post']","[767, 343, 964]","[0.11546575489013305, 0.09210616909786112, 0.08916043131926286]"
792,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Big Data Engineer - job post']","[964, 965, 978]","[0.21913088855330337, 0.20374756652589374, 0.2028637154778184]"
793,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Warehouse Manager']","[964, 965, 38]","[0.1463130295512741, 0.11897111997677975, 0.10171049635199646]"
794,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Senior Data Analyst']","[964, 965, 465]","[0.2322118697469223, 0.20266725387177392, 0.16926992538640329]"
795,ETL Developer,"['Oracle E-Business Programmer & Decision Support', 'Data Engineer Intern - job post', 'Data Analytics Senior Mangager']","[767, 964, 539]","[0.18698612813473114, 0.14591584647086756, 0.14239282137689782]"
796,ETL Developer,"['Oracle E-Business Programmer & Decision Support', 'Senior Project Manager', 'Data Engineer Intern - job post']","[767, 343, 964]","[0.11546575489013305, 0.09210616909786112, 0.08916043131926286]"
797,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Big Data Engineer - job post']","[964, 965, 978]","[0.21913088855330337, 0.20374756652589374, 0.2028637154778184]"
798,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Warehouse Manager']","[964, 965, 38]","[0.1463130295512741, 0.11897111997677975, 0.10171049635199646]"
799,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Senior Data Analyst']","[964, 965, 465]","[0.2322118697469223, 0.20266725387177392, 0.16926992538640329]"
800,ETL Developer,"['Oracle E-Business Programmer & Decision Support', 'Data Engineer Intern - job post', 'Data Analytics Senior Mangager']","[767, 964, 539]","[0.18698612813473114, 0.14591584647086756, 0.14239282137689782]"
801,ETL Developer,"['Oracle E-Business Programmer & Decision Support', 'Senior Project Manager', 'Data Engineer Intern - job post']","[767, 343, 964]","[0.11546575489013305, 0.09210616909786112, 0.08916043131926286]"
802,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Big Data Engineer - job post']","[964, 965, 978]","[0.21913088855330337, 0.20374756652589374, 0.2028637154778184]"
803,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Warehouse Manager']","[964, 965, 38]","[0.1463130295512741, 0.11897111997677975, 0.10171049635199646]"
804,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Senior Data Analyst']","[964, 965, 465]","[0.2322118697469223, 0.20266725387177392, 0.16926992538640329]"
805,ETL Developer,"['Oracle E-Business Programmer & Decision Support', 'Data Engineer Intern - job post', 'Data Analytics Senior Mangager']","[767, 964, 539]","[0.18698612813473114, 0.14591584647086756, 0.14239282137689782]"
806,ETL Developer,"['Oracle E-Business Programmer & Decision Support', 'Senior Project Manager', 'Data Engineer Intern - job post']","[767, 343, 964]","[0.11546575489013305, 0.09210616909786112, 0.08916043131926286]"
807,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Big Data Engineer - job post']","[964, 965, 978]","[0.21913088855330337, 0.20374756652589374, 0.2028637154778184]"
808,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Warehouse Manager']","[964, 965, 38]","[0.1463130295512741, 0.11897111997677975, 0.10171049635199646]"
809,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Senior Data Analyst']","[964, 965, 465]","[0.2322118697469223, 0.20266725387177392, 0.16926992538640329]"
810,ETL Developer,"['Oracle E-Business Programmer & Decision Support', 'Data Engineer Intern - job post', 'Data Analytics Senior Mangager']","[767, 964, 539]","[0.18698612813473114, 0.14591584647086756, 0.14239282137689782]"
811,ETL Developer,"['Oracle E-Business Programmer & Decision Support', 'Senior Project Manager', 'Data Engineer Intern - job post']","[767, 343, 964]","[0.11546575489013305, 0.09210616909786112, 0.08916043131926286]"
812,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Big Data Engineer - job post']","[964, 965, 978]","[0.21913088855330337, 0.20374756652589374, 0.2028637154778184]"
813,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Warehouse Manager']","[964, 965, 38]","[0.1463130295512741, 0.11897111997677975, 0.10171049635199646]"
814,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Senior Data Analyst']","[964, 965, 465]","[0.2322118697469223, 0.20266725387177392, 0.16926992538640329]"
815,ETL Developer,"['Oracle E-Business Programmer & Decision Support', 'Data Engineer Intern - job post', 'Data Analytics Senior Mangager']","[767, 964, 539]","[0.18698612813473114, 0.14591584647086756, 0.14239282137689782]"
816,ETL Developer,"['Oracle E-Business Programmer & Decision Support', 'Senior Project Manager', 'Data Engineer Intern - job post']","[767, 343, 964]","[0.11546575489013305, 0.09210616909786112, 0.08916043131926286]"
817,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Big Data Engineer - job post']","[964, 965, 978]","[0.21913088855330337, 0.20374756652589374, 0.2028637154778184]"
818,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Warehouse Manager']","[964, 965, 38]","[0.1463130295512741, 0.11897111997677975, 0.10171049635199646]"
819,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Senior Data Analyst']","[964, 965, 465]","[0.2322118697469223, 0.20266725387177392, 0.16926992538640329]"
820,ETL Developer,"['Oracle E-Business Programmer & Decision Support', 'Data Engineer Intern - job post', 'Data Analytics Senior Mangager']","[767, 964, 539]","[0.18698612813473114, 0.14591584647086756, 0.14239282137689782]"
821,ETL Developer,"['Oracle E-Business Programmer & Decision Support', 'Senior Project Manager', 'Data Engineer Intern - job post']","[767, 343, 964]","[0.11546575489013305, 0.09210616909786112, 0.08916043131926286]"
822,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Big Data Engineer - job post']","[964, 965, 978]","[0.21913088855330337, 0.20374756652589374, 0.2028637154778184]"
823,ETL Developer,"['Data Engineer Intern - job post', 'Data Engineer - job post', 'Warehouse Manager']","[964, 965, 38]","[0.1463130295512741, 0.11897111997677975, 0.10171049635199646]"
824,DotNet Developer,"['Web Developer', 'Full Stack Web Developer', 'Web Developer']","[63, 62, 67]","[0.12699436269451286, 0.12355597845367722, 0.11538753206435765]"
825,DotNet Developer,"['Web Developer', 'Program Manager - job post', 'Full Stack Web Developer']","[63, 867, 62]","[0.07435022503238232, 0.06840397410763514, 0.0678188126685732]"
826,DotNet Developer,"['Data Management Analyst for Netsmart', 'Automotive Business Development Center (BDC) Representative', 'Senior Full Stack Software Engineer- Remote']","[468, 133, 374]","[0.1103423514011914, 0.1092785237278526, 0.10603010071062735]"
827,DotNet Developer,"['Senior Embedded C++ Developer', 'Software Engineering', 'C++ Embedded Engineer']","[521, 528, 522]","[0.1217412294769033, 0.11717327682441739, 0.11524510205627746]"
828,DotNet Developer,"['Web Developer', 'PowerBuilder Engineer - job post', 'Systems Programmer']","[63, 1002, 766]","[0.14290384418966676, 0.13461453923582403, 0.12928440963113952]"
829,DotNet Developer,"['Systems Programmer', 'Project Manager, Construction Manager (Remote), Project ...', 'Project Management Administrator']","[766, 409, 477]","[0.14193984078276128, 0.14104787516757972, 0.13702647800906803]"
830,DotNet Developer,"['Systems Programmer', 'PowerBuilder Engineer - job post', 'Senior Full Stack Software Engineer- Remote']","[766, 1002, 374]","[0.12453085975839455, 0.12224121461949225, 0.11026206689865137]"
831,DotNet Developer,"['Web Developer', 'Full Stack Web Developer', 'Web Developer']","[63, 62, 67]","[0.12699436269451286, 0.12355597845367722, 0.11538753206435765]"
832,DotNet Developer,"['Web Developer', 'Program Manager - job post', 'Full Stack Web Developer']","[63, 867, 62]","[0.07435022503238232, 0.06840397410763514, 0.0678188126685732]"
833,DotNet Developer,"['Data Management Analyst for Netsmart', 'Automotive Business Development Center (BDC) Representative', 'Senior Full Stack Software Engineer- Remote']","[468, 133, 374]","[0.1103423514011914, 0.1092785237278526, 0.10603010071062735]"
834,DotNet Developer,"['Senior Embedded C++ Developer', 'Software Engineering', 'C++ Embedded Engineer']","[521, 528, 522]","[0.1217412294769033, 0.11717327682441739, 0.11524510205627746]"
835,DotNet Developer,"['Web Developer', 'PowerBuilder Engineer - job post', 'Systems Programmer']","[63, 1002, 766]","[0.14290384418966676, 0.13461453923582403, 0.12928440963113952]"
836,DotNet Developer,"['Systems Programmer', 'Project Manager, Construction Manager (Remote), Project ...', 'Project Management Administrator']","[766, 409, 477]","[0.14193984078276128, 0.14104787516757972, 0.13702647800906803]"
837,DotNet Developer,"['Systems Programmer', 'PowerBuilder Engineer - job post', 'Senior Full Stack Software Engineer- Remote']","[766, 1002, 374]","[0.12453085975839455, 0.12224121461949225, 0.11026206689865137]"
838,DotNet Developer,"['Web Developer', 'Full Stack Web Developer', 'Web Developer']","[63, 62, 67]","[0.12699436269451286, 0.12355597845367722, 0.11538753206435765]"
839,DotNet Developer,"['Web Developer', 'Program Manager - job post', 'Full Stack Web Developer']","[63, 867, 62]","[0.07435022503238232, 0.06840397410763514, 0.0678188126685732]"
840,DotNet Developer,"['Data Management Analyst for Netsmart', 'Automotive Business Development Center (BDC) Representative', 'Senior Full Stack Software Engineer- Remote']","[468, 133, 374]","[0.1103423514011914, 0.1092785237278526, 0.10603010071062735]"
841,DotNet Developer,"['Senior Embedded C++ Developer', 'Software Engineering', 'C++ Embedded Engineer']","[521, 528, 522]","[0.1217412294769033, 0.11717327682441739, 0.11524510205627746]"
842,DotNet Developer,"['Web Developer', 'PowerBuilder Engineer - job post', 'Systems Programmer']","[63, 1002, 766]","[0.14290384418966676, 0.13461453923582403, 0.12928440963113952]"
843,DotNet Developer,"['Systems Programmer', 'Project Manager, Construction Manager (Remote), Project ...', 'Project Management Administrator']","[766, 409, 477]","[0.14193984078276128, 0.14104787516757972, 0.13702647800906803]"
844,DotNet Developer,"['Systems Programmer', 'PowerBuilder Engineer - job post', 'Senior Full Stack Software Engineer- Remote']","[766, 1002, 374]","[0.12453085975839455, 0.12224121461949225, 0.11026206689865137]"
845,DotNet Developer,"['Web Developer', 'Full Stack Web Developer', 'Web Developer']","[63, 62, 67]","[0.12699436269451286, 0.12355597845367722, 0.11538753206435765]"
846,DotNet Developer,"['Web Developer', 'Program Manager - job post', 'Full Stack Web Developer']","[63, 867, 62]","[0.07435022503238232, 0.06840397410763514, 0.0678188126685732]"
847,DotNet Developer,"['Data Management Analyst for Netsmart', 'Automotive Business Development Center (BDC) Representative', 'Senior Full Stack Software Engineer- Remote']","[468, 133, 374]","[0.1103423514011914, 0.1092785237278526, 0.10603010071062735]"
848,DotNet Developer,"['Senior Embedded C++ Developer', 'Software Engineering', 'C++ Embedded Engineer']","[521, 528, 522]","[0.1217412294769033, 0.11717327682441739, 0.11524510205627746]"
849,DotNet Developer,"['Web Developer', 'PowerBuilder Engineer - job post', 'Systems Programmer']","[63, 1002, 766]","[0.14290384418966676, 0.13461453923582403, 0.12928440963113952]"
850,DotNet Developer,"['Systems Programmer', 'Project Manager, Construction Manager (Remote), Project ...', 'Project Management Administrator']","[766, 409, 477]","[0.14193984078276128, 0.14104787516757972, 0.13702647800906803]"
851,DotNet Developer,"['Systems Programmer', 'PowerBuilder Engineer - job post', 'Senior Full Stack Software Engineer- Remote']","[766, 1002, 374]","[0.12453085975839455, 0.12224121461949225, 0.11026206689865137]"
852,Blockchain,"['Manager, Business Strategy And Operations', 'Aide maîtresse maternelle - job post', 'Business Development Manager (Monsey)']","[512, 909, 430]","[0.10467564804731164, 0.09839433993647428, 0.09144020942597261]"
853,Blockchain,"['Senior Full Stack Software Engineer- Remote', 'Web Developer', 'Full Stack Web Developer']","[374, 63, 62]","[0.1288918653283625, 0.12833521905785464, 0.10552624058004696]"
854,Blockchain,"['Project Manager, Construction Manager (Remote), Project ...', 'Remote Project Manager', 'Construction Project Manager- (Remote in Detroit, Cleveland, or...']","[409, 347, 411]","[0.14684179749741982, 0.11937038573820083, 0.11919861673984468]"
855,Blockchain,"['Web Developer', 'Software Engineer (JavaScript Backend)', 'Web Developer']","[63, 35, 67]","[0.13839125208587508, 0.13506735259725478, 0.11147507018545223]"
856,Blockchain,"['Data Analyst - job post', 'Data Engineer Intern - job post', 'System Software Development Engineer - Entry Level']","[866, 964, 676]","[0.1657373041016881, 0.109439021853726, 0.10824920729012862]"
857,Blockchain,"['Manager, Business Strategy And Operations', 'Aide maîtresse maternelle - job post', 'Business Development Manager (Monsey)']","[512, 909, 430]","[0.10467564804731164, 0.09839433993647428, 0.09144020942597261]"
858,Blockchain,"['Senior Full Stack Software Engineer- Remote', 'Web Developer', 'Full Stack Web Developer']","[374, 63, 62]","[0.1288918653283625, 0.12833521905785464, 0.10552624058004696]"
859,Blockchain,"['Project Manager, Construction Manager (Remote), Project ...', 'Remote Project Manager', 'Construction Project Manager- (Remote in Detroit, Cleveland, or...']","[409, 347, 411]","[0.14684179749741982, 0.11937038573820083, 0.11919861673984468]"
860,Blockchain,"['Web Developer', 'Software Engineer (JavaScript Backend)', 'Web Developer']","[63, 35, 67]","[0.13839125208587508, 0.13506735259725478, 0.11147507018545223]"
861,Blockchain,"['Data Analyst - job post', 'Data Engineer Intern - job post', 'System Software Development Engineer - Entry Level']","[866, 964, 676]","[0.1657373041016881, 0.109439021853726, 0.10824920729012862]"
862,Blockchain,"['Manager, Business Strategy And Operations', 'Aide maîtresse maternelle - job post', 'Business Development Manager (Monsey)']","[512, 909, 430]","[0.10467564804731164, 0.09839433993647428, 0.09144020942597261]"
863,Blockchain,"['Senior Full Stack Software Engineer- Remote', 'Web Developer', 'Full Stack Web Developer']","[374, 63, 62]","[0.1288918653283625, 0.12833521905785464, 0.10552624058004696]"
864,Blockchain,"['Project Manager, Construction Manager (Remote), Project ...', 'Remote Project Manager', 'Construction Project Manager- (Remote in Detroit, Cleveland, or...']","[409, 347, 411]","[0.14684179749741982, 0.11937038573820083, 0.11919861673984468]"
865,Blockchain,"['Web Developer', 'Software Engineer (JavaScript Backend)', 'Web Developer']","[63, 35, 67]","[0.13839125208587508, 0.13506735259725478, 0.11147507018545223]"
866,Blockchain,"['Data Analyst - job post', 'Data Engineer Intern - job post', 'System Software Development Engineer - Entry Level']","[866, 964, 676]","[0.1657373041016881, 0.109439021853726, 0.10824920729012862]"
867,Blockchain,"['Manager, Business Strategy And Operations', 'Aide maîtresse maternelle - job post', 'Business Development Manager (Monsey)']","[512, 909, 430]","[0.10467564804731164, 0.09839433993647428, 0.09144020942597261]"
868,Blockchain,"['Senior Full Stack Software Engineer- Remote', 'Web Developer', 'Full Stack Web Developer']","[374, 63, 62]","[0.1288918653283625, 0.12833521905785464, 0.10552624058004696]"
869,Blockchain,"['Project Manager, Construction Manager (Remote), Project ...', 'Remote Project Manager', 'Construction Project Manager- (Remote in Detroit, Cleveland, or...']","[409, 347, 411]","[0.14684179749741982, 0.11937038573820083, 0.11919861673984468]"
